value
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation
1134531375|APX31174.1|CP016838.1|1|1|LHR_hdeD|LHR_hdeD|heat_resistance_membrane_protein_HdeD-GI CP016838.1:142425-143036
1146338|AAA85087.1|L43373.1|1|1|f17a|f17a|F17A_fimbrial_adhesin L43373.1:22-567
114152686|ABI52591.1|DQ885233.1|1|1|cytK1|cytK1|beta-channel_forming_cytolysin_CytK1 DQ885233.1:3821-4831
166409298|BAG06667.1|AB330135.1|1|1|ses|ses|staphylococcal_enterotoxin_type_S AB330135.1:6341-5568
16565696|AAL26283.1|AF399919.3|1|1|saa|saa|autoagglutinating_adhesin_Saa AF399919.3:6290-7840
147831|AAA24633.1|M29153.1|1|1|stxB2f|stxB2f|Shiga_toxin_Stx2f_subunit_B M29153.1:1226-1489
161511882|CAP17609.1|AM904726.1|1|1|stxA2l|stxA2l|Shiga_toxin_Stx2l_subunit_A AM904726.1:87-1046
15723940|AAL06387.1|AF311901.1|1|1|espF|espF|type_III_secretion_system_LEE_effector_EspF AF311901.1:35438-36343
1847674336|QKF95689.1|MT505326.1|1|1|mcr-9.3|mcr-9|phosphoethanolamine--lipid_A_transferase_MCR-9.3 MT505326.1:4501-2882
18152905|AAF98391.2|AF289032.2|1|1|ibeA|ibeA|putative_intracellular_survival_FAD-dependent_oxidoreductase_IbeA AF289032.2:17476-18846
187426791|ACD06066.1|CP001062.1|1|1|capU|capU|putative_hexosyltransferase_CapU CP001062.1:175200-176288
18147025|BAB82994.1|AB048223.1|1|1|stxA2b|stxA2b|Shiga_toxin_Stx2b_subunit_A AB048223.1:1-960
18147041|BAB83005.1|AB048228.1|1|1|stxB2b|stxB2b|Shiga_toxin_Stx2b_subunit_B AB048228.1:973-1242
18147028|BAB82996.1|AB048224.1|1|1|stxA2b|stxA2b|Shiga_toxin_Stx2b_subunit_A AB048224.1:1-960
1321015611|AUM09787.1|CP022279.1|1|1|stxB2h|stxB2h|Shiga_toxin_Stx2h_subunit_B CP022279.1:4122792-4122529
1316017559|AUH19662.1|MG649035.1|1|1|iroC|iroC|salmochelin/enterobactin_export_ABC_transporter_IroC MG649035.1:17683-21342
1325136444|AUN52700.1|CP025630.1|1|1|rmpD|rmpD|mucoid_phenotype_synthesis_protein_RmpD CP025630.1:2710952-2710728
1232061|AAA92621.1|L77091.1|1|1|f17g|f17g|F17G_fimbrial_adhesin L77091.1:4363-5397
12518435|AAG58814.1|AE005174.2|1|1|espF|espF|type_III_secretion_system_LEE_effector_EspF AE005174.2:4658986-4658240
145438|AAA23523.1|M15677.1|1|1|bmaE|bmaE|M_agglutinin-type_afimbrial_adhesin_BmaE/AfaE-8 M15677.1:28-540
139003825|BAF52370.1|AB275125.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB275125.1:1-1035
13701804|BAB43097.1|BA000018.3|1|1|sec3|sec3|staphylococcal_enterotoxin_type_C3 BA000018.3:2058850-2058050
139004404|BAF52548.1|AB288103.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AB288103.1:1-1653
139004406|BAF52549.1|AB288104.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AB288104.1:1-1719
46567|CAA29260.1|X05815.1|1|1|sec1|sec1|staphylococcal_enterotoxin_type_C1 X05815.1:118-918
49090|CAA46767.1|X65949.1|1|1|stxA2b|stxA2b|Shiga_toxin_Stx2b_subunit_A X65949.1:576-1535
495647|AAA25276.1|L28104.1|1|1|cadC_Lm|cadC_Lm|Cd(II)-sensing_metalloregulatory_transcriptional_repressor_CadC L28104.1:2652-2293
49330532|AAT61178.1|AE017355.1|1|1|plcR|plcR|transcriptional_regulator_PlcR AE017355.1:5087972-5087115
41581495|AAS07580.1|AY443044.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A AY443044.1:123-1082
41179|CAA40746.1|X57525.1|1|1|cvaC|cvaC|colicin_V X57525.1:434-745
41581496|AAS07581.1|AY443044.1|1|1|stxB2c|stxB2c|Shiga_toxin_Stx2c_subunit_B AY443044.1:1094-1363
45170566|AAS55383.1|AY168756.2|1|1|sdeA|sdeA|multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit_SdeA AY168756.2:1-1188
440631033|AGC14252.1|JX077110.1|1|1|mchF|mchF|microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF JX077110.1:95812-93716
550423|CAA57277.1|X81586.1|1|1|hlgC|hlgC|bi-component_gamma-hemolysin_HlgCB_subunit_C X81586.1:1650-2597
534988|CAA85366.1|Z36899.1|1|1|stxA1a|stxA1a|Shiga_toxin_Stx1a_subunit_A Z36899.1:156-1103
600562782|EYN56163.1|JGOY01000001.1|1|1|seq|seq|staphylococcal_enterotoxin_type_Q JGOY01000001.1:327233-326505
61652455|AAX47730.1|AY944737.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AY944737.1:1-1725
6090818|AAF03351.1|AF116900.1|1|1|espF|espF|type_III_secretion_system_LEE_effector_EspF AF116900.1:432-1055
51449798|AAU01878.1|AY604009.1|1|1|sepA|sepA|serine_protease_autotransporter_toxin_SepA AY604009.1:1-4092
50956508|AAT90757.1|AY647257.1|1|1|tcaC|tcaC|Tc_family_toxin_subunit_TcaC AY647257.1:9118-13563
52854339|AAU88208.1|AY739670.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A AY739670.1:1-960
531399|AAA57453.1|U12894.1|1|1|aggB|aggB|aggregative_adherence_fimbria_I_minor_subunit_AggB U12894.1:3447-3884
531398|AAA57452.1|U12894.1|1|1|aggC|aggC|aggregative_adherence_fimbria_I_usher_protein_AggC U12894.1:905-3433
297592330|ADI47068.1|GU725392.1|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha GU725392.1:56838-54751
2865302|AAC38394.1|AF022236.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA AF022236.1:30361-30939
29897180|AAP10457.1|AE016877.1|1|1|hlyII|hlyII|hemolysin_II_HlyII AE016877.1:3485206-3483968
315000230|CAX53241.1|FN252457.1|1|1|stxA2i|stxA2i|Shiga_toxin_Stx2i_subunit_A FN252457.1:234-1193
3115184|CAA73506.1|Y13068.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA Y13068.1:2741-3319
284924589|CBG27762.1|FN554767.1|1|1|aatA|aatA|dispersin_export_ABC_transporter_outer_membrane_protein_AatA FN554767.1:5647-6885
281603818|ADA76801.1|CP001384.1|1|1|sepA|sepA|serine_protease_autotransporter_toxin_SepA CP001384.1:56833-52739
284924621|CBG27807.1|FN554767.1|1|1|aap|aap|dispersin_Aap FN554767.1:43034-42684
285817633|ADC38120.1|CP001844.2|1|1|sep|sep|staphylococcal_enterotoxin_type_P CP001844.2:2045192-2044410
2854037|AAD12174.1|AF043627.1|1|1|stxA2b|stxA2b|Shiga_toxin_Stx2b_subunit_A AF043627.1:177-1136
388383013|EIL44824.1|AJWO01000137.1|1|1|sfaF|sfaF|S/F1C_fimbrial_biogenesis_usher_protein_SfaF/FocD AJWO01000137.1:5458-8088
38194523|AAR13270.1|AY365116.1|1|1|iroN|iroN|siderophore_salmochelin_receptor_IroN AY365116.1:9395-7218
401170014|EJQ77255.1|AHEA01000026.1|1|1|entFM|entFM|enterotoxin_EntFM AHEA01000026.1:227426-226077
407054979|AFS75030.1|CP003289.1|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha CP003289.1:3211891-3213981
4038548|CAA12345.1|AJ225015.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA AJ225015.1:1-579
3372542|AAC78590.1|AF053140.1|1|1|sej|sej|staphylococcal_enterotoxin_type_J AF053140.1:911-1717
3337015|BAA31774.1|AB011549.2|1|1|ehxA|ehxA|enterohemolysin_EhxA AB011549.2:16612-19608
354855771|EHF16244.1|AFRH01000026.1|1|1|aatA|aatA|dispersin_export_ABC_transporter_outer_membrane_protein_AatA AFRH01000026.1:6300-7538
380248692|CBW53086.1|FR686852.1|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha FR686852.1:49986-47899
374361082|AEZ42789.1|CP003109.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir CP003109.1:4397561-4395873
9988580|AAG10695.1|AF254667.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA AF254667.1:522-1346
979527960|AMA27886.1|CP014009.1|1|1|rmpA|rmpA|mucoid_phenotype_regulator_RmpA CP014009.1:118103-118735
918399751|BAS21358.1|AB924045.1|1|1|sey|sey|staphylococcal_enterotoxin_type_Y AB924045.1:1-666
94480755|CAK02719.1|AM261284.1|1|1|cnf1|cnf1|cytotoxic_necrotizing_factor_CNF1 AM261284.1:16014-19058
728877162|AIY72950.1|CP009940.1|1|1|bpsH|bpsH|oligosaccharide_flippase_family_protein_BpsH CP009940.1:120722-121996
73855278|AAZ87985.1|CP000038.1|1|1|ipaH2|ipaH2|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH2 CP000038.1:1347811-1346060
73476885|AAZ76500.1|AY258503.2|1|1|sab|sab|autotransporter_adhesin_Sab AY258503.2:123200-118905
639969|CAA54117.1|X76688.1|1|1|afaC|afaC|AfaC-I/III_family_usher_protein X76688.1:4854-7433
663201|CAA54115.1|X76688.1|1|1|nfaE|nfaE|Dr_family_non-fimbrial_adhesin_I_chaperone_NfaE X76688.1:4018-4761
67043452|AAY63865.1|DQ059012.1|1|1|stxB2d|stxB2d|Shiga_toxin_Stx2d_subunit_B DQ059012.1:972-1241
6687466|CAB64953.1|AJ010730.1|1|1|stxA2f|stxA2f|Shiga_toxin_Stx2f_subunit_A AJ010730.1:68-1027
81245521|ABB66229.1|CP000036.1|1|1|ipaH2|ipaH2|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH2 CP000036.1:1606760-1608511
81245176|ABB65884.1|CP000036.1|1|1|ipaH3|ipaH3|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH3 CP000036.1:1251634-1253349
87203194|ABD31004.1|CP000253.1|1|1|splA|splA|serine_protease_SplA CP000253.1:1847361-1846654
753572081|AJI08113.1|CP009591.1|1|1|bpsG|bpsG|acylneuraminate_cytidylyltransferase_family_protein_BpsG CP009591.1:197002-196295
73855323|AAZ88030.1|CP000038.1|1|1|ipaH3|ipaH3|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH3 CP000038.1:1391848-1390133
754296743|AJI77134.1|KP064404.1|1|1|cpb|cpb|beta-channel_forming_cytolysin_CPB KP064404.1:1-1011
802272526|CFQ25321.1|CGBC01000084.1|1|1|yopO|yopO|type_III_secretion_system_effector_protein_kinase_YopO/YpkA CGBC01000084.1:693-2882
37723869|AAR02190.1|AY344586.1|1|1|aggA|aggA|aggregative_adherence_fimbria_I_major_subunit_AggA AY344586.1:1-516
3757832|CAA77068.1|Y18149.1|1|1|aggA|aggA|aggregative_adherence_fimbria_I_major_subunit_AggA Y18149.1:1-504
389595513|AFK88558.1|JX050263.1|1|1|sat_auto|sat_auto|serine_protease_autotransporter_toxin_Sat JX050263.1:1-3888
4038550|CAA12350.1|AJ225020.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA AJ225020.1:1-579
402170|CAA79951.1|Z21953.1|1|1|myfA|myfA|fimbrial_protein_MyfA Z21953.1:235-714
354855825|EHF16298.1|AFRH01000026.1|1|1|aggA|aggA|aggregative_adherence_fimbria_I_major_subunit_AggA AFRH01000026.1:55120-55623
349740988|AEQ15694.1|CP003034.1|1|1|capU|capU|putative_hexosyltransferase_CapU CP003034.1:5140213-5141301
356596044|AET17094.1|CP002474.1|1|1|arsR_pKW301|arsR_pKW301|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR CP002474.1:21894-22244
374343613|BAL47181.1|AB647609.1|1|1|alpha|alpha|intimin_type_alpha AB647609.1:1-2820
371976459|EHO93748.1|AHJW01000015.1|1|1|aur|aur|zinc_metalloproteinase_aureolysin AHJW01000015.1:2081-552
49425229|AAT66011.1|AY633472.1|1|1|stxB2a|stxB2a|Shiga_toxin_Stx2a_subunit_B AY633472.1:972-1241
50404806|AAT76975.1|AY646923.1|1|1|lpfA-O113|lpfA-O113|long_polar_fimbria_major_subunit_LpfA-O113 AY646923.1:220-792
53850832|AAU95470.1|AY747106.1|1|1|nleB|nleB|type_III_secretion_system_effector_arginine_glycosyltransferase_NleB AY747106.1:1-987
535625057|EQX61716.1|AWCC01000052.1|1|1|aggA|aggA|aggregative_adherence_fimbria_I_major_subunit_AggA AWCC01000052.1:51312-50794
42736959|AAS40893.1|AE017194.1|1|1|nheB|nheB|non-hemolytic_enterotoxin_NHE_subunit_B AE017194.1:1903925-1905133
42736958|AAS40892.1|AE017194.1|1|1|nheA|nheA|non-hemolytic_enterotoxin_NHE_subunit_A AE017194.1:1902733-1903893
4335908|AAD17511.1|AF055308.1|1|1|f17a|f17a|F17A_fimbrial_adhesin AF055308.1:1-546
4877350|BAA77751.1|AB012102.1|1|1|stxA2b|stxA2b|Shiga_toxin_Stx2b_subunit_A AB012102.1:1-960
47606661|AAT36311.1|AY552473.1|1|1|rpeA|rpeA|serine_protease_autotransporter_colonization_factor_RpeA AY552473.1:736-4422
257146528|CAX45702.1|FM998838.1|1|1|stxA2e|stxA2e|Shiga_toxin_Stx2e_subunit_A FM998838.1:1-960
254939479|BAH86759.1|AB472687.1|1|1|stxA2f|stxA2f|Shiga_toxin_Stx2f_subunit_A AB472687.1:1-960
2576413|AAB82330.1|AF012835.2|1|1|aafA|aafA|aggregative_adherence_fimbria_II_major_subunit_AafA AF012835.2:2611-3093
26109869|AAN82074.1|AE014075.1|1|1|iucB|iucB|N(6)-hydroxylysine_O-acetyltransferase_IucB AE014075.1:3467417-3466470
26106689|AAN78874.1|AE014075.1|1|1|vac_auto|vac_auto|vacuolating_autotransporter_toxin_Vat AE014075.1:376007-371877
242200048|ACS88189.1|GQ201921.1|1|1|ipaD|ipaD|type_III_secretion_system_needle_tip_complex_protein_IpaD GQ201921.1:104-1102
32400302|BAC78639.1|AB083044.1|1|1|stxA1a|stxA1a|Shiga_toxin_Stx1a_subunit_A AB083044.1:1-948
3237377|AAC23714.1|AF047365.1|1|1|ipaH9.8|ipaH9.8|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH9.8 AF047365.1:160-1797
325048862|BAJ79295.1|AB571093.1|1|1|aafA|aafA|aggregative_adherence_fimbria_II_major_subunit_AafA AB571093.1:34-516
33323007|AAQ07241.1|AF497476.1|1|1|cif|cif|type_III_secretion_system_effector_Cif AF497476.1:406-1254
331053717|EGI25746.1|GL884188.1|1|1|iucA|iucA|aerobactin_synthase_IucA GL884188.1:408042-406312
29894390|AAP07680.1|AE016877.1|1|1|inhA2|inhA2|M6_family_metalloprotease_immune_inhibitor_InhA2 AE016877.1:662377-664776
284923741|CBG36838.1|FN554766.1|1|1|air|air|inverse_autotransporter_adhesin_EaeX/Air FN554766.1:4270691-4259271
29896769|AAP10047.1|AE016877.1|1|1|hblD|hblD|hemolytic_enterotoxin_HBL_lytic_component_L1 AE016877.1:3065018-3063798
307627355|ADN71659.1|CP002167.1|1|1|iss|iss|increased_serum_survival_lipoprotein_Iss CP002167.1:2382641-2382934
30254277|AAP24691.1|AE016879.1|1|1|sph|sph|sphingomyelinase_C AE016879.1:696054-697070
6686906|CAB64770.1|AJ007794.1|1|1|hblA|hblA|hemolytic_enterotoxin_HBL_binding_subunit_HblA AJ007794.1:3667-5067
65306062|CAI91198.1|AJ966783.1|1|1|stxA2g|stxA2g|Shiga_toxin_Stx2g_subunit_A AJ966783.1:408-1367
753312064|AJG68144.1|CP009330.1|1|1|cya|cya|anthrax_toxin_edema_factor CP009330.1:160448-162850
5453449|AAD43578.1|AF161000.1|1|1|astA|astA|heat-stable_enterotoxin_EAST1 AF161000.1:1-117
54311626|CAG17541.1|AJ633129.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA AJ633129.1:30540-31112
550334|CAA85780.1|Z37725.1|1|1|stxA2a|stxA2a|Shiga_toxin_Stx2a_subunit_A Z37725.1:176-1135
611963771|AHW84567.1|KF678353.1|1|1|aaiC|aaiC|type_VI_secretion_system_protein_AaiC/Hcp2 KF678353.1:1968-2474
57434439|CAI43856.1|AJ303141.2|1|1|espF|espF|type_III_secretion_system_LEE_effector_EspF AJ303141.2:67931-67047
92108702|CAJ34994.1|AM114103.1|1|1|bfpA|bfpA|bundle-forming_pilus_major_subunit_BfpA AM114103.1:1-582
91071717|ABE06598.1|CP000243.1|1|1|sfaS|sfaS|S-fimbrial_adhesin_minor_subunit_SfaS CP000243.1:1104504-1104995
999916810|KXI80363.1|LRAA01000202.1|1|1|cesA|cesA|cereulide_non-ribosomal_peptide_synthetase_CesA LRAA01000202.1:21828-11701
758303|CAA24957.1|X00127.1|1|1|sak|sak|staphylokinase X00127.1:313-804
753571946|AJI07978.1|CP009591.1|1|1|bpsA|bpsA|chain_length_determinant_family_protein_BpsA CP009591.1:202941-202201
78214789|ABB36584.1|DQ235774.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A DQ235774.1:1-960
844574223|AKN09807.1|KR088867.1|1|1|yopJ_gen|yopJ_gen|YopJ/YopP_family_T3SS_effector_serine/threonine_acetyltransferase KR088867.1:1-867
218353314|CAU99295.1|CU928145.2|1|1|pic_auto|pic_auto|serine_protease_autotransporter_toxin_Pic CU928145.2:3365085-3360967
218357555|CAQ90194.1|CU928158.2|1|1|iss|iss|increased_serum_survival_lipoprotein_Iss CU928158.2:2774865-2775206
218354866|CAV02025.1|CU928145.2|1|1|capU|capU|putative_hexosyltransferase_CapU CU928145.2:5042508-5041420
215252870|ACJ63529.1|CP001232.1|1|1|iroD|iroD|catecholate_siderophore_esterase_IroD CP001232.1:42579-43808
1820589616|QIK04195.1|MT035874.1|1|1|rmpD|rmpD|mucoid_phenotype_synthesis_protein_RmpD MT035874.1:120507-120385
170518859|ACB17037.1|CP000970.1|1|1|air|air|inverse_autotransporter_adhesin_EaeX/Air CP000970.1:4112991-4104190
195183191|BAG66736.1|AB426060.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AB426060.1:50616-49000
195182801|BAG66379.1|AB426050.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB426050.1:5116-4223
224815203|ACN65732.1|FJ744595.1|1|1|emrD|emrD|multidrug_efflux_MFS_transporter_EmrD FJ744595.1:299-1483
222708753|ACM67178.1|FJ609833.1|1|1|epsilon|epsilon|intimin_type_epsilon FJ609833.1:126-2972
219881591|ACL51961.1|FJ386569.1|1|1|ehxA|ehxA|enterohemolysin_EhxA FJ386569.1:12583-15579
218363970|CAR01635.1|CU928161.2|1|1|vac_auto|vac_auto|vacuolating_autotransporter_toxin_Vat CU928161.2:300847-296717
222708723|ACM67163.1|FJ609818.1|1|1|rho-3|rho-3|intimin_type_rho FJ609818.1:125-2953
222708713|ACM67158.1|FJ609813.1|1|1|epsilon-6|epsilon-6|intimin_type_epsilon FJ609813.1:125-2971
0|NDR16746.1|JAAFMT010000017.1|1|1|sel27|sel27|staphylococcal_enterotoxin_type_27 JAAFMT010000017.1:33691-32939
108743117|CAJ76692.1|AM230663.1|1|1|stxA1a|stxA1a|Shiga_toxin_Stx1a_subunit_A AM230663.1:122-1069
11344856|AAG34504.1|AF295088.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA AF295088.1:455-1279
1014394093|KYU89760.1|LOIW01000069.1|1|1|subB|subB|subtilase_AB5_cytotoxin_subunit_B LOIW01000069.1:65117-64695
14252931|CAC39286.1|AJ278144.1|1|1|espI|espI|serine_protease_autotransporter_EspI AJ278144.1:15339-11248
146525|AAA24035.1|M29376.1|1|1|faeG|faeG|F4_(K88)_fimbria_major_subunit/adhesin_FaeG M29376.1:36-893
145871|AAA23734.1|M61713.1|1|1|fedA|fedA|F18_fimbrial_major_subunit_FedA M61713.1:160-672
139003779|BAF52358.1|AB275113.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB275113.1:1-1458
1370084|CAA57173.1|X81416.1|1|1|stxA2e|stxA2e|Shiga_toxin_Stx2e_subunit_A X81416.1:1-960
139003796|BAF52363.1|AB275118.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB275118.1:1-894
139003851|BAF52377.1|AB275134.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB275134.1:1-894
15718406|BAB68370.1|AB071845.1|1|1|stxB2c|stxB2c|Shiga_toxin_Stx2c_subunit_B AB071845.1:3842-4111
157021158|ABV01310.1|EU113242.1|1|1|ltcA|ltcA|heat-labile_enterotoxin_LT_subunit_A EU113242.1:1-777
157688260|ABQ02447.1|EF204927.1|1|1|ehxA|ehxA|enterohemolysin_EhxA EF204927.1:1-2994
1669864|AAC45965.1|U72191.1|1|1|stxB2e|stxB2e|Shiga_toxin_Stx2e_subunit_B U72191.1:997-1260
1477770268|AYA44303.1|MH900565.1|1|1|becB|becB|ADP-ribosylating_binary_toxin_binding_subunit_BecB MH900565.1:1279-3678
147096|AAA24293.1|M20181.1|1|1|papG-II|papG-II|P_fimbria_tip_G-adhesin_PapG-II M20181.1:1222-2235
148750710|ABR09963.1|EF441619.1|1|1|stxB2a|stxB2a|Shiga_toxin_Stx2a_subunit_B EF441619.1:972-1241
153002|AAA26617.1|M21319.1|1|1|see|see|staphylococcal_enterotoxin_type_E M21319.1:1-774
15207766|BAB62897.1|AB049751.1|1|1|cofA|cofA|type_IV_pilus_CFA/III_major_pilin AB049751.1:2836-3552
1232058|AAA92618.1|L77091.1|1|1|f17a|f17a|F17A_fimbrial_adhesin L77091.1:475-1020
124106613|BAF45432.1|AB253545.1|1|1|tccP|tccP|Tir-cytoskeleton_coupling_protein_TccP AB253545.1:1-1155
1255553|BAA06852.1|D32126.1|1|1|cpa|cpa|alpha-toxin D32126.1:204-1400
124106630|BAF45437.1|AB253557.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB253557.1:1-894
115500647|BAF33878.1|AB255435.1|1|1|aggR|aggR|aggregative_adherence_transcriptional_regulator_AggR AB255435.1:6503-5706
115500641|BAF33872.1|AB255435.1|1|1|capU|capU|putative_hexosyltransferase_CapU AB255435.1:3127-2039
115500787|BAF34018.1|AB255435.1|1|1|aap|aap|dispersin_Aap AB255435.1:109481-109131
13272483|AAK17180.1|AF325672.1|1|1|nfaE|nfaE|Dr_family_non-fimbrial_adhesin_I_chaperone_NfaE AF325672.1:998-1741
1256200322|PDZ54940.1|NVMJ01000055.1|1|1|plcA|plcA|phosphatidylinositol_diacylglycerol-lyase NVMJ01000055.1:46181-45192
13310561|AAK18385.1|AF348706.1|1|1|sepA|sepA|serine_protease_autotransporter_toxin_SepA AF348706.1:56377-52283
1344496672|AVE24993.1|KY454627.1|1|1|iroD|iroD|catecholate_siderophore_esterase_IroD KY454627.1:45819-47048
1335851966|AUU58561.1|CP026070.1|1|1|icaC|icaC|polysaccharide_intercellular_adhesin_biosynthesis/export_protein_IcaC CP026070.1:1080077-1079025
147826|AAA19190.1|M21534.1|1|1|stxB2e|stxB2e|Shiga_toxin_Stx2e_subunit_B M21534.1:1214-1477
148750683|ABR09945.1|EF441609.1|1|1|stxB2a|stxB2a|Shiga_toxin_Stx2a_subunit_B EF441609.1:972-1241
14571687|CAB54534.2|AJ009631.3|1|1|mchB|mchB|microcin_H47 AJ009631.3:6315-6542
144928|AAA72120.1|M98037.1|1|1|cpe|cpe|enterotoxin_CPE M98037.1:301-1260
14579334|AAK69211.1|AF336309.1|1|1|yopB|yopB|type_III_secretion_system_translocon_subunit_YopB AF336309.1:11797-10592
1477770267|AYA44302.1|MH900565.1|1|1|becA|becA|ADP-ribosylating_binary_toxin_enzymatic_subunit_BecA MH900565.1:1-1260
147272|AAA24390.1|M25302.1|1|1|faeG|faeG|F4_(K88)_fimbria_major_subunit/adhesin_FaeG M25302.1:408-1259
157688256|ABQ02445.1|EF204925.1|1|1|ehxA|ehxA|enterohemolysin_EhxA EF204925.1:1-2997
15723934|AAL06381.1|AF311901.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA AF311901.1:31565-32143
1753231483|KAA9473342.1|QDBI01000003.1|1|1|arsD|arsD|arsenite_efflux_transporter_metallochaperone_ArsD QDBI01000003.1:12894-12529
153123|AAA26682.1|J02615.1|1|1|tst|tst|toxic_shock_syndrome_toxin_TSST-1 J02615.1:16-720
155438|AAA88694.1|M29945.1|1|1|ail|ail|attachment_invasion_locus_protein_Ail M29945.1:488-1024
15718405|BAB68369.1|AB071845.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A AB071845.1:2871-3830
124107902|ABM90587.1|EF011044.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA EF011044.1:5-829
124107896|ABM90583.1|EF011042.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA EF011042.1:5-829
124107929|ABM90605.1|EF011053.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA EF011053.1:5-829
13363329|BAB37280.1|BA000007.3|1|1|nleB|nleB|type_III_secretion_system_effector_arginine_glycosyltransferase_NleB BA000007.3:3863741-3864730
12518449|AAG58825.1|AE005174.2|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AE005174.2:4670589-4668913
11993563|AAG42788.1|AF307342.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA AF307342.1:372-1196
124106650|BAF45447.1|AB253567.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB253567.1:1-894
121308173|CAM11323.1|AM422005.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA AM422005.1:1-1326
1370078|CAA57177.1|X81418.1|1|1|stxA2e|stxA2e|Shiga_toxin_Stx2e_subunit_A X81418.1:1-960
1370081|CAA57175.1|X81417.1|1|1|stxA2e|stxA2e|Shiga_toxin_Stx2e_subunit_A X81417.1:1-960
2086798907|QZN05543.1|MZ571121.1|1|1|stxA2j|stxA2j|Shiga_toxin_Stx2j_subunit_A MZ571121.1:300-1250
20520235|AAM26117.1|AE011190.1|1|1|lef|lef|anthrax_toxin_lethal_factor AE011190.1:151786-149357
215264622|CAS08990.1|FM180568.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA FM180568.1:1474903-1473581
215266044|CAS10463.1|FM180568.1|1|1|espC|espC|serine_protease_autotransporter_toxin_EspC FM180568.1:3009411-3005494
18034540|AAL57562.1|AF453441.1|1|1|efa1|efa1|lymphostatin_Efa1/LifA AF453441.1:47911-38240
18147044|BAB83007.1|AB048229.1|1|1|stxB2b|stxB2b|Shiga_toxin_Stx2b_subunit_B AB048229.1:973-1242
187429474|ACD08748.1|CP001063.1|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha CP001063.1:841397-839307
1848660740|QKI25716.1|CP053938.1|1|1|alo|alo|anthrolysin_O/cereolysin_O_family_cholesterol-dependent_cytolysin_Alo CP053938.1:2368398-2366860
187429802|ACD09076.1|CP001063.1|1|1|ipaH2|ipaH2|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH2 CP001063.1:1542635-1540884
0|EAC4468893.1|AAAIJS010000026.1|1|1|emrC_Lis|emrC_Lis|multidrug_efflux_transporter_outer_membrane_subunit_EmrC AAAIJS010000026.1:2413-2027
10312118|AAG16667.1|AF255769.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA AF255769.1:372-1196
